skid	name	paper_id	paper_name	annotations	synonyms	FBbt_ID
1318702	Protocerebral_DAN_input_c 12.6.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#2 (17042301)	aSP-g downstream neuron 1318703 IT & RT	
1311287	Protocerebral_DAN_input_c 13.13.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.2#1 (17042396)	neuron 1311288 Galaxy RT ASB	
1307939	Protocerebral_DAN_input_c 11.16.6#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.6#1 (17042123)	 SIP.R -> CRE.R 1627868 AJES MVP2 downstream SIP	
1298683	Protocerebral_DAN_input_c 12.2.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.2.0#1 (17042269)	LH neuron downstream of V2a 1298684 Interesting CMM ASB	
1276310	Protocerebral_DAN_input_c 12.6.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#1 (17042299)	mAL downstream 1276311 KM	
551939	SEZ_DAN_input_c 7.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 7.1.0 (17043096)	neuron 551940 MBON a3 a1 postsyn 	
588526	Protocerebral_DAN_input_c 13.15.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.1#1 (17042426)	neuron 588527-FW-A2	
625980	Protocerebral_DAN_input_c 13.15.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.1#2 (17042428)	neuron 625981-FW-A8	
629093	Protocerebral_DAN_input_c 17.2.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.2.4#1 (17042664)	-> SMP.L-SMP.R 629094 Gogmagog KK KJH	
635314	Protocerebral_DAN_input_c 13.15.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.1#3 (17042430)	neuron 635315-FW-A10 MWP Kronos	
693072	Protocerebral_DAN_input_c 9.5.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.5.0 (17043068)	neuron 693073 GSXEJ	
1651545	Protocerebral_DAN_input_c 20.2.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#3 (17042792)	[CRE.R] 1651546 (pMP-a lineage) AJES	
716645	Protocerebral_DAN_input_c 11.9.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#1 (17042197)	neuron 716646 GSXEJ	
983054	Protocerebral_DAN_input_c 11.9.3#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#3 (17042159)	aSP-g type tract crossing alpha lobe neuron 983055 GSXEJ	
1059970	G2N-SLP2_L	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP2_L (17678410)	bilateral median SEZ PN LHS 1059971 IT	
1064603	DAN_USN_c 10.10.7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 10.10.7 (17041734)	aSP-g cand arch tract neuron 1064604 IT	
1099678	Protocerebral_DAN_input_c 10.10.6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.6 (17041959)	aSP-g downstream 1099679 IT KM	
1180169	Protocerebral_DAN_input_c 13.15.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.4#1 (17042442)	aSP-g downstream 1180170 KM	
1211268	DAN_USN_c 10.10.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 10.10.2 (17041732)	aSP-g downstream 1211269 KM	
860160	Protocerebral_DAN_input_c 18.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 18.1.0 (17042762)	putative DAN 860161 JH NS	
1670516	Protocerebral_DAN_input_c 15.11.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.4#2 (17042630)	[CRE.R] - [CRE.L] - [SIP.L] 1670517 AJES	
1671124	Protocerebral_DAN_input_c 11.11.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.11.0#1 (17042032)	[CRE.R] - [SMP.R] >[SIP.L] neuron 1671125 AJES	
1671518	Protocerebral_DAN_input_c 20.2.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#4 (17042794)	[CRE.R] 1671519 (pMP-a lineage) AJES	
1934923	Protocerebral_DAN_input_c 13.15.6#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.6#2 (17042454)	Neuron 1934924 Jack Kilby IC JJ	
1943507	Protocerebral_DAN_input_c 12.6.6#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#5 (17042331)	Neuron 1943508 Looper JJ & RT	
1943924	Protocerebral_DAN_input_c 3.13.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.13.0#1 (17042838)	Neuron 1943925 The Duchess Misbehaves RT & JJ	
1992387	Protocerebral_DAN_input_c 3.12.0_OTHERS16#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#3 (17042824)	Neuron 1992388 Tasmanian JH	
1995095	Protocerebral_DAN_input_c 13.15.6#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.6#3 (17042456)	Neuron 1995096 Newberry Medal JH	
2024011	Protocerebral_DAN_input_c 17.4.2#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#3 (17042690)	[SIP]->SMP 2024012 Crescent ASB	
1933256	Protocerebral_DAN_input_c 13.15.6#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.6#1 (17042452)	Neuron 1933258 Doctor Bakey JH	
2047332	Protocerebral_DAN_input_c 3.3.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.3.0#1 (17042898)	neuron 2047333 NS	
2124538	Protocerebral_DAN_input_c 11.9.7#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.7#1 (17042239)	LHON-C11A-beta 19701344 Macha RJVR	
2133118	Protocerebral_DAN_input_c 11.10.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.10.0#2 (17042030)	Neuron 2133119 William Pitt the Younger RT & JJ	
2139479	Protocerebral_DAN_input_c 12.6.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#4 (17042305)	mAL downstream 2139480 JJ KM	
2142915	Protocerebral_DAN_input_c 10.8.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.8.0 (17042020)	mAL downstream 2142916 KM	
2144424	Protocerebral_DAN_input_c 12.6.2#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#5 (17042307)	aSP-g downstream 2144425 KM	
2160773	Protocerebral_DAN_input_c 3.11.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.11.0 (17042818)	neuron 2160774 ASB TODO LT RT	
2110119	Protocerebral_DAN_input_c 13.5.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.5.0#1 (17042484)	Neuron 2110120 split from neuron 1943508 RT	
3078625	Protocerebral_DAN_input_c 11.16.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.2 (17042109)	neuron 3078626 Apple I JJ	
1933033	Protocerebral_DAN_input_c 2.1.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 2.1.0#1 (17042778)	Neuron 1933034 Hoover Dam RT	
1920529	Protocerebral_DAN_input_c 12.6.6#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#4 (17042329)	Neuron 1920530 Beardslee JH	
1683650	Protocerebral_DAN_input_c 3.6.0_OTHERS15#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#5 (17042924)	large fragment 1683651 AJES	
1856261	Protocerebral_DAN_input_c 11.10.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.10.0#1 (17042028)	Neuron 1856262 William Pitt the Elder JJ	
1875117	Protocerebral_DAN_input_c 17.4.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#2 (17042688)	neuron 1875118 Mayday RT	
1875568	Protocerebral_DAN_input_c 11.9.3#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#4 (17042161)	LHON-C11A-delta 1875569 Cornell RT	
1876196	Protocerebral_DAN_input_c 12.6.5#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.5#1 (17042319)	Neuron 1876197 Acadia RT	
1876684	Protocerebral_DAN_input_c 12.6.6#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#1 (17042323)	Neuron 1876685 Lionheart JH	
1932356	Protocerebral_DAN_input_c 11.16.10#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#1 (17042077)	Neuron 1932357 Bellaco Sois JH	
1876727	Protocerebral_DAN_input_c 3.12.0_OTHERS16#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#1 (17042820)	Neuron 1876728 Pteranodon JH	
1876779	Protocerebral_DAN_input_c 12.6.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.5#2 (17042321)	Neuron 1876780 Bridge L JJ & RT	
1876799	Protocerebral_DAN_input_c 12.6.6#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#3 (17042327)	neuron 1876800 Beloved RT	
1878029	Protocerebral_DAN_input_c 11.5.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.5.1 (17042141)	Neuron 1878030 Bridge M RT & JJ	
1913313	Protocerebral_DAN_input_c 12.6.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.4#1 (17042315)	SMP.R-SLP.R-LH.R 1913314 Brown Hairstreak KJH	
1917270	Protocerebral_DAN_input_c 13.15.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.5#2 (17042450)	Neuron 1917271 [SMP.R] JJ AJES Nolde	
1919973	Protocerebral_DAN_input_c 13.13.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.4#1 (17042404)	Neuron 1919974 Orange Juice JH	
1876755	Protocerebral_DAN_input_c 12.6.6#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#2 (17042325)	neuron 1876756 Salk RT	
3078904	Protocerebral_DAN_input_c 19.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 19.1.0 (17042768)	neuron 3078905 Streetcar JJ	
2982093	Protocerebral_DAN_input_c 11.14.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.14.1#3 (17042063)	neuron 2982094 NAS MD NM	
3079205	Protocerebral_DAN_input_c 11.12.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#1 (17042043)	neuron 3079206 Electric Tram JJ	
4174741	Protocerebral_DAN_input_c 9.4.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.1#2 (17043056)	[SP.R] 4174742 Yew MWP ASB	
4152722	Protocerebral_DAN_input_c 13.12.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.12.1 (17042385)	neuron 4152723 JJ	
4138547	Protocerebral_DAN_input_c 11.9.3#15	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#15 (17042183)	LHON PD2 Ventral 3080437 CMM JJ ASB	
3078932	Protocerebral_DAN_input_c 10.2.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.2.1#1 (17041993)	neuron 3078933 Steam Train JJ	
4027598	Protocerebral_DAN_input_c 12.8.0#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#7 (17042357)	Neuron 4027599 Largest Frog CMM	
4027264	Protocerebral_DAN_input_c 11.16.10#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#7 (17042089)	Lily 4027265 NM	
4003404	Protocerebral_DAN_input_c 11.12.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#4 (17042049)	Neuron 4003405 Canes Venatici JH split from neuron 3307441 Guide Dog CMM	
3957522	Protocerebral_DAN_input_c 12.6.6#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.6#11 (17042343)	Neuron 1856161 Pony Express RT TY	
3949996	Protocerebral_DAN_input_c 10.3.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.3.1 (17042003)	neuron 3949997 LH.R->SMP.R Rego AJES	
3884170	Protocerebral_DAN_input_c 13.10.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.10.3 (17042377)	pMP8 Type I 3884171 TY FW-C16	
3877117	Protocerebral_DAN_input_c 11.16.10#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#6 (17042087)	neuron 3877118 JJ	
3839658	Protocerebral_DAN_input_c 20.2.0#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#7 (17042800)	neuron 2946151 JJ	
3837769	Protocerebral_DAN_input_c 13.10.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.10.2 (17042375)	pMP8 Type I 3837770 TY FW-C14	
3829861	Protocerebral_DAN_input_c 13.9.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.9.2 (17042506)	neuron 3829862 [SMP.R]-[SIP.R] AJES Leucojum	
3815811	Protocerebral_DAN_input_c 9.6.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.6.0 (17043070)	Neuron 1940840 Sleepy Hollow JH	
3792823	Protocerebral_DAN_input_c 8.1.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 8.1.2 (17042988)	mAL like 3792824 RJVR	
3780756	Protocerebral_DAN_input_c 13.15.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.3#2 (17042440)	aSP-g downstream 3780757 FW KM	
3732102	DAN_USN_c 11.9.5#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 11.9.5#5 (17041748)	not C11A 3732103 ASB	
3733237	Protocerebral_DAN_input_c 3.7.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#5 (17042938)	Tulip 3733238 NM	
3751552	Protocerebral_DAN_input_c 15.10.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.10.0 (17042550)	Neuron 3751553 split from neuron 1259227	
3755639	Protocerebral_DAN_input_c 14.3.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.3.4#2 (17042526)	Neuron 3755640 split from neuron 3061317 NS	
3764135	Protocerebral_DAN_input_c 11.16.4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.4 (17042119)	Neuron 3764136 Honeycomb NM JH	
3766407	Protocerebral_DAN_input_c 11.9.4#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#6 (17042207)	not C11A 3766408 ASB	
4174778	DAN_USN_c 19.3.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 19.3.3 (17041756)	Neuron 4174779 ASB TODO	
3769648	Protocerebral_DAN_input_c 11.9.3#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#11 (17042175)	LHON-C11 Ventral  3769649 ASB	
3770468	Protocerebral_DAN_input_c 11.9.3#13	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#13 (17042179)	not C11A 3770469 ASB	
3770799	Protocerebral_DAN_input_c 13.15.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.3#1 (17042438)	neuron 3770800 MWP Scotoplanes globosa	
3774426	Protocerebral_DAN_input_c 13.15.1#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.1#5 (17042434)	Neuron 3774427 Madison Square JH	
3778973	Protocerebral_DAN_input_c 11.9.4#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#7 (17042209)	not C11A 3778974 ASB	
3779048	Protocerebral_DAN_input_c 11.16.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.3#2 (17042113)	neuron 3779049 [SLP.R]-[SIP.R]-[SMP.R] AJES Mimosa	
3779685	Protocerebral_DAN_input_c 11.9.3#14	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#14 (17042181)	not C11A 3779686 CMM & ASB	
3770232	Protocerebral_DAN_input_c 11.9.3#12	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#12 (17042177)	LHON-C11 Ventral  3770233 ASB	
3730444	Protocerebral_DAN_input_c 11.9.3#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#10 (17042173)	LHON-C11 Ventral 3730445 ASB	
4175043	Protocerebral_DAN_input_c 11.9.3#16	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#16 (17042185)	[LH.R->] 4175044 C11 Ventral ASB	
4182192	Protocerebral_DAN_input_c 15.11.2#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#8 (17042580)	neuron 4182193 [SMP.R]-[CRE.R]-[SIP.R] AJES Valeriana	
5130852	Protocerebral_DAN_input_c 10.16.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.16.1 (17041987)	Neuron 5130853 Zond JH	
5130722	Protocerebral_DAN_input_c 9.2.10#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10#2 (17043006)	Neuron 5130723 Boulder Dam JH	
5130062	Protocerebral_DAN_input_c 9.2.10#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10#1 (17043004)	neuron 5130063 Magnetic Tape RT	
5097515	Protocerebral_DAN_input_c 12.10.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#2 (17042249)	neuron 5097516 TY type5-10	
5083353	Protocerebral_DAN_input_c 17.4.41#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#2 (17042708)	neuron 5083354 MD	
5073219	Protocerebral_DAN_input_c 17.4.41#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#1 (17042706)	neuron 5073220 MD	
5051831	Protocerebral_DAN_input_c 17.4.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.1#1 (17042678)	neuron 5051832 ANS	
5031028	Protocerebral_DAN_input_c 12.8.0#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#9 (17042361)	neuron 5031029 Crossbow CMM	
5030827	Protocerebral_DAN_input_c 3.24.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.24.2 (17042892)	neuron 5030828 Mary Poppins CMM	
5030356	Protocerebral_DAN_input_c 3.22.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.22.0#1 (17042882)	neuron 5030357 Tornado CMM	
5028733	Protocerebral_DAN_input_c 11.11.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.11.0#2 (17042034)	neuron 5028734 [SMP.R]-[SMP.L] AJES	
5027043	Protocerebral_DAN_input_c 11.16.10#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#9 (17042093)	Neuron 5027044 Aswan Dam JH	
5009076	Protocerebral_DAN_input_c 12.6.2#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.6.2#7 (17042311)	neuron 5009077 Mount Vesuvius CMM	
4928388	Protocerebral_DAN_input_c 11.16.10#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#8 (17042091)	Neuron 4928389 High Tor JH	
4928175	Protocerebral_DAN_input_c 15.11.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#3 (17042556)	neuron 4928176 MWP RT Colossendeis megalonyx	
4927668	Protocerebral_DAN_input_c 9.2.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.3#1 (17043020)	neuron 4927669 Life of Brian CMM	
4922474	Protocerebral_DAN_input_c 15.11.2#13	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#13 (17042590)	neuron 4922475 Stone Cold JH MWP	
4202780	Protocerebral_DAN_input_c 14.3.4#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.3.4#3 (17042528)	neuron 4202781 NM	
4225760	Protocerebral_DAN_input_c 15.11.2#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#9 (17042582)	neuron 4225761 JJ LT	
4291069	Protocerebral_DAN_input_c 5.2.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 5.2.0#1 (17042974)	Crown - mAL upstream 4291070 KMS	
4307791	Protocerebral_DAN_input_c 13.15.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.2 (17042436)	neuron 4307792 KL	
4337231	Protocerebral_DAN_input_c 15.11.2#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#10 (17042584)	neuron 4337232 [SMP.R]-[MB.ML.R] AJES Panicum	
4348805	Protocerebral_DAN_input_c 15.11.2#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#11 (17042586)	Neuron 4348806 Engineer's Thumb JH	
4175139	Protocerebral_DAN_input_c 19.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 19.2.0 (17042770)	AL.L-LAL.L -> LH.R-SMP.R 4175140 ASB RJVR Tarnhelm	
4396391	Protocerebral_DAN_input_c 15.11.2#12	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#12 (17042588)	neuron 4396392 Jasmine NM	
4507565	Protocerebral_DAN_input_c 3.8.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#4 (17042950)	Neuron 4507566 Bellerophon JH	
4592543	Protocerebral_DAN_input_c 9.4.1#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.1#3 (17043058)	[->SP.R] 4592544 Python ASB	
4601019	Protocerebral_DAN_input_c 11.9.4#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#8 (17042211)	not C11A 3769528 ASB	
4694710	Protocerebral_DAN_input_c 10.2.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.2.2#2 (17041999)	Neuron 4694711 Pineapple Seed JH	
4756435	Protocerebral_DAN_input_c 15.11.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#2 (17042554)	neuron 4756436 Magellan's Vittoria LT NM	
4892993	Protocerebral_DAN_input_c 3.23.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.23.0 (17042888)	neuron 4892994 Queen Anne's Revenge LT	
